Title,Experience,Location,Skill_1,Skill_2,Skill_3,Skill_4,Skill_5,Skill_6,Skill_7,Skill_8
School Teacher,10+ years,Gurgaon,Communication,Classroom Management,Curriculum Development,Educational Psychology,Public Speaking,Student Assessment,Lesson Planning,Digital Learning
School Teacher,5-10 years,Noida,Student Assessment,Classroom Management,Public Speaking,Educational Psychology,Communication,Lesson Planning,Curriculum Development,Digital Learning
School Teacher,10+ years,Kolkata,Classroom Management,Lesson Planning,Curriculum Development,Educational Psychology,Communication,Student Assessment,Public Speaking,Digital Learning
School Teacher,10+ years,Ahmedabad,Curriculum Development,Communication,Lesson Planning,Digital Learning,Educational Psychology,Student Assessment,Classroom Management,Public Speaking
Lawyer,10+ years,Bangalore,Corporate Law,Criminal Law,Negotiation,Contract Law,Intellectual Property,Client Consultation,Litigation,Legal Research
Lawyer,2-5 years,Mumbai,Contract Law,Corporate Law,Negotiation,Litigation,Legal Research,Client Consultation,Criminal Law,Intellectual Property
Lawyer,5-10 years,Delhi,Negotiation,Contract Law,Intellectual Property,Litigation,Legal Research,Criminal Law,Corporate Law,Client Consultation
Lawyer,5-10 years,Hyderabad,Criminal Law,Litigation,Client Consultation,Corporate Law,Intellectual Property,Negotiation,Contract Law,Legal Research
Lawyer,0-2 years,Pune,Corporate Law,Negotiation,Criminal Law,Litigation,Client Consultation,Legal Research,Contract Law,Intellectual Property
Lawyer,0-2 years,Chennai,Corporate Law,Client Consultation,Contract Law,Intellectual Property,Legal Research,Negotiation,Litigation,Criminal Law
Lawyer,10+ years,Gurgaon,Litigation,Legal Research,Contract Law,Client Consultation,Intellectual Property,Negotiation,Criminal Law,Corporate Law
Lawyer,0-2 years,Noida,Criminal Law,Negotiation,Client Consultation,Intellectual Property,Contract Law,Corporate Law,Legal Research,Litigation
Lawyer,0-2 years,Kolkata,Litigation,Legal Research,Contract Law,Corporate Law,Negotiation,Criminal Law,Client Consultation,Intellectual Property
Lawyer,2-5 years,Ahmedabad,Criminal Law,Litigation,Corporate Law,Intellectual Property,Legal Research,Negotiation,Contract Law,Client Consultation
Graphic Designer,0-2 years,Bangalore,Adobe Illustrator,Branding,Typography,Sketching,UI Design,Adobe Photoshop,Color Theory,Logo Design
Graphic Designer,0-2 years,Mumbai,Color Theory,Sketching,Adobe Illustrator,Adobe Photoshop,UI Design,Typography,Logo Design,Branding
Graphic Designer,2-5 years,Delhi,Branding,Sketching,Color Theory,Adobe Photoshop,Adobe Illustrator,Typography,Logo Design,UI Design
Graphic Designer,2-5 years,Hyderabad,Adobe Photoshop,Logo Design,Adobe Illustrator,Sketching,Color Theory,Typography,Branding,UI Design
Graphic Designer,10+ years,Pune,Branding,Sketching,UI Design,Color Theory,Adobe Illustrator,Adobe Photoshop,Typography,Logo Design
Graphic Designer,10+ years,Chennai,Typography,UI Design,Color Theory,Adobe Illustrator,Sketching,Adobe Photoshop,Logo Design,Branding
Graphic Designer,5-10 years,Gurgaon,Typography,Adobe Illustrator,Logo Design,Adobe Photoshop,Sketching,Branding,UI Design,Color Theory
Graphic Designer,0-2 years,Noida,Adobe Illustrator,Logo Design,Typography,Adobe Photoshop,Color Theory,Branding,UI Design,Sketching
Graphic Designer,5-10 years,Kolkata,Branding,Adobe Illustrator,Adobe Photoshop,Logo Design,Color Theory,Typography,Sketching,UI Design
Graphic Designer,5-10 years,Ahmedabad,Typography,Adobe Photoshop,Branding,UI Design,Logo Design,Sketching,Color Theory,Adobe Illustrator
Mechanical Engineer,0-2 years,Bangalore,Fluid Mechanics,AutoCAD,Robotics,SolidWorks,Thermodynamics,Mechanical Design,CAD,Manufacturing
Mechanical Engineer,2-5 years,Mumbai,SolidWorks,CAD,Thermodynamics,AutoCAD,Fluid Mechanics,Manufacturing,Mechanical Design,Robotics
Mechanical Engineer,5-10 years,Delhi,CAD,Robotics,Fluid Mechanics,SolidWorks,Thermodynamics,Manufacturing,AutoCAD,Mechanical Design
Mechanical Engineer,2-5 years,Hyderabad,AutoCAD,CAD,SolidWorks,Thermodynamics,Robotics,Manufacturing,Fluid Mechanics,Mechanical Design
Mechanical Engineer,10+ years,Pune,Fluid Mechanics,Thermodynamics,Robotics,SolidWorks,Manufacturing,Mechanical Design,AutoCAD,CAD
Mechanical Engineer,5-10 years,Chennai,Mechanical Design,SolidWorks,Robotics,CAD,Manufacturing,AutoCAD,Fluid Mechanics,Thermodynamics
Mechanical Engineer,10+ years,Gurgaon,SolidWorks,Thermodynamics,CAD,Fluid Mechanics,Robotics,Mechanical Design,Manufacturing,AutoCAD
Mechanical Engineer,10+ years,Noida,SolidWorks,Thermodynamics,Fluid Mechanics,Manufacturing,CAD,Robotics,AutoCAD,Mechanical Design
Mechanical Engineer,0-2 years,Kolkata,SolidWorks,Robotics,Manufacturing,Fluid Mechanics,Mechanical Design,AutoCAD,Thermodynamics,CAD
Mechanical Engineer,2-5 years,Ahmedabad,SolidWorks,Robotics,Mechanical Design,Manufacturing,Thermodynamics,Fluid Mechanics,CAD,AutoCAD
Civil Engineer,5-10 years,Bangalore,Cost Estimation,Geotechnical Engineering,Project Planning,Structural Analysis,Building Codes,Construction Management,AutoCAD,Surveying
Civil Engineer,2-5 years,Mumbai,Building Codes,Geotechnical Engineering,AutoCAD,Construction Management,Structural Analysis,Surveying,Project Planning,Cost Estimation
Civil Engineer,10+ years,Delhi,AutoCAD,Construction Management,Structural Analysis,Project Planning,Building Codes,Geotechnical Engineering,Surveying,Cost Estimation
Civil Engineer,5-10 years,Hyderabad,Project Planning,Cost Estimation,Construction Management,Surveying,Geotechnical Engineering,Building Codes,Structural Analysis,AutoCAD
Civil Engineer,5-10 years,Pune,Geotechnical Engineering,Building Codes,Surveying,Structural Analysis,Cost Estimation,AutoCAD,Construction Management,Project Planning
Civil Engineer,5-10 years,Chennai,Geotechnical Engineering,Project Planning,AutoCAD,Structural Analysis,Surveying,Construction Management,Cost Estimation,Building Codes
Civil Engineer,2-5 years,Gurgaon,Construction Management,Surveying,Building Codes,Project Planning,Cost Estimation,Geotechnical Engineering,AutoCAD,Structural Analysis
Civil Engineer,5-10 years,Noida,AutoCAD,Construction Management,Structural Analysis,Building Codes,Geotechnical Engineering,Project Planning,Cost Estimation,Surveying
Civil Engineer,5-10 years,Kolkata,Structural Analysis,AutoCAD,Construction Management,Geotechnical Engineering,Surveying,Cost Estimation,Project Planning,Building Codes
Civil Engineer,10+ years,Ahmedabad,Surveying,Geotechnical Engineering,AutoCAD,Cost Estimation,Project Planning,Building Codes,Structural Analysis,Construction Management
Hotel Manager,2-5 years,Bangalore,Event Management,Marketing,Revenue Management,Hospitality,Food & Beverage,Hotel Operations,Customer Service,Guest Relations
Hotel Manager,10+ years,Mumbai,Customer Service,Guest Relations,Food & Beverage,Revenue Management,Hospitality,Marketing,Event Management,Hotel Operations
Hotel Manager,2-5 years,Delhi,Revenue Management,Hospitality,Guest Relations,Event Management,Marketing,Food & Beverage,Customer Service,Hotel Operations
Hotel Manager,10+ years,Hyderabad,Guest Relations,Hotel Operations,Food & Beverage,Customer Service,Event Management,Hospitality,Revenue Management,Marketing
Hotel Manager,0-2 years,Pune,Hotel Operations,Customer Service,Event Management,Marketing,Revenue Management,Guest Relations,Food & Beverage,Hospitality
Hotel Manager,2-5 years,Chennai,Marketing,Customer Service,Revenue Management,Hospitality,Food & Beverage,Event Management,Guest Relations,Hotel Operations
Hotel Manager,5-10 years,Gurgaon,Hotel Operations,Customer Service,Revenue Management,Food & Beverage,Marketing,Event Management,Guest Relations,Hospitality
Hotel Manager,2-5 years,Noida,Food & Beverage,Hospitality,Event Management,Revenue Management,Customer Service,Guest Relations,Hotel Operations,Marketing
Hotel Manager,0-2 years,Kolkata,Hospitality,Marketing,Revenue Management,Event Management,Guest Relations,Customer Service,Food & Beverage,Hotel Operations
Hotel Manager,5-10 years,Ahmedabad,Guest Relations,Marketing,Revenue Management,Event Management,Customer Service,Hotel Operations,Food & Beverage,Hospitality
Software Engineer,5-10 years,Bangalore,Python,Java,Git,C++,OOP,SQL,Data Structures,Algorithms
Software Engineer,5-10 years,Mumbai,SQL,Data Structures,OOP,C++,Algorithms,Git,Python,Java
Software Engineer,0-2 years,Delhi,Algorithms,C++,OOP,Python,Java,SQL,Git,Data Structures
Software Engineer,0-2 years,Hyderabad,Algorithms,OOP,Data Structures,C++,Java,Python,Git,SQL
Software Engineer,10+ years,Pune,Python,Algorithms,OOP,Git,SQL,C++,Data Structures,Java
Software Engineer,2-5 years,Chennai,Git,SQL,Data Structures,C++,Python,Java,OOP,Algorithms
Software Engineer,2-5 years,Gurgaon,OOP,Git,SQL,Algorithms,Java,Python,Data Structures,C++
Software Engineer,0-2 years,Noida,SQL,Git,Java,OOP,C++,Python,Data Structures,Algorithms
Software Engineer,0-2 years,Kolkata,Algorithms,Data Structures,SQL,Python,Java,C++,Git,OOP
Software Engineer,0-2 years,Ahmedabad,Java,Python,Algorithms,C++,Data Structures,Git,SQL,OOP
Data Analyst,0-2 years,Bangalore,Visualization,Tableau,Excel,SQL,Power BI,Data Cleaning,Statistics,Python
Data Analyst,2-5 years,Mumbai,Tableau,SQL,Visualization,Python,Data Cleaning,Power BI,Excel,Statistics
Data Analyst,10+ years,Delhi,Visualization,Tableau,Excel,Statistics,Python,SQL,Power BI,Data Cleaning
Data Analyst,0-2 years,Hyderabad,Data Cleaning,Statistics,Power BI,Tableau,Python,Visualization,SQL,Excel
Data Analyst,2-5 years,Pune,Statistics,Excel,Python,SQL,Visualization,Tableau,Data Cleaning,Power BI
Data Analyst,10+ years,Chennai,Visualization,Data Cleaning,Python,Power BI,Statistics,Tableau,SQL,Excel
Data Analyst,5-10 years,Gurgaon,Power BI,Python,SQL,Tableau,Visualization,Data Cleaning,Excel,Statistics
Data Analyst,5-10 years,Noida,Power BI,Data Cleaning,Tableau,SQL,Visualization,Excel,Statistics,Python
Data Analyst,5-10 years,Kolkata,Tableau,Data Cleaning,Visualization,Statistics,Power BI,SQL,Excel,Python
Data Analyst,0-2 years,Ahmedabad,Statistics,SQL,Excel,Tableau,Visualization,Data Cleaning,Python,Power BI
Machine Learning Engineer,10+ years,Bangalore,Deep Learning,Big Data,NLP,Scikit-learn,PyTorch,TensorFlow,Computer Vision,Python
Machine Learning Engineer,5-10 years,Mumbai,Computer Vision,Scikit-learn,Python,NLP,PyTorch,Big Data,TensorFlow,Deep Learning
Machine Learning Engineer,2-5 years,Delhi,PyTorch,Computer Vision,Scikit-learn,Deep Learning,Big Data,NLP,TensorFlow,Python
Machine Learning Engineer,0-2 years,Hyderabad,NLP,Scikit-learn,Python,Deep Learning,Computer Vision,PyTorch,TensorFlow,Big Data
Machine Learning Engineer,10+ years,Pune,Big Data,TensorFlow,Python,Deep Learning,Computer Vision,Scikit-learn,NLP,PyTorch
Machine Learning Engineer,5-10 years,Chennai,Deep Learning,Big Data,Python,NLP,TensorFlow,PyTorch,Computer Vision,Scikit-learn
Machine Learning Engineer,2-5 years,Gurgaon,Scikit-learn,Big Data,Computer Vision,Deep Learning,PyTorch,Python,NLP,TensorFlow
Machine Learning Engineer,2-5 years,Noida,Scikit-learn,TensorFlow,Python,NLP,Big Data,Computer Vision,Deep Learning,PyTorch
Machine Learning Engineer,10+ years,Kolkata,Deep Learning,Python,Computer Vision,TensorFlow,Big Data,PyTorch,NLP,Scikit-learn
Machine Learning Engineer,5-10 years,Ahmedabad,Python,NLP,Scikit-learn,TensorFlow,Computer Vision,PyTorch,Deep Learning,Big Data
Cybersecurity Analyst,0-2 years,Bangalore,Penetration Testing,Linux,Incident Response,Encryption,Ethical Hacking,Firewalls,SIEM,Network Security
Cybersecurity Analyst,10+ years,Mumbai,Penetration Testing,Network Security,Linux,Firewalls,Incident Response,Encryption,Ethical Hacking,SIEM
Cybersecurity Analyst,0-2 years,Delhi,Penetration Testing,Incident Response,SIEM,Firewalls,Ethical Hacking,Encryption,Network Security,Linux
Cybersecurity Analyst,0-2 years,Hyderabad,Encryption,Penetration Testing,SIEM,Ethical Hacking,Linux,Firewalls,Incident Response,Network Security
Cybersecurity Analyst,2-5 years,Pune,Linux,SIEM,Network Security,Penetration Testing,Firewalls,Incident Response,Ethical Hacking,Encryption
Cybersecurity Analyst,2-5 years,Chennai,Ethical Hacking,Incident Response,Linux,Firewalls,Network Security,Encryption,SIEM,Penetration Testing
Cybersecurity Analyst,10+ years,Gurgaon,Encryption,Firewalls,Linux,Network Security,Incident Response,Ethical Hacking,SIEM,Penetration Testing
Cybersecurity Analyst,10+ years,Noida,Encryption,SIEM,Incident Response,Penetration Testing,Ethical Hacking,Network Security,Firewalls,Linux
Cybersecurity Analyst,10+ years,Kolkata,Network Security,Penetration Testing,Encryption,Ethical Hacking,Linux,Incident Response,Firewalls,SIEM
Cybersecurity Analyst,10+ years,Ahmedabad,Incident Response,SIEM,Firewalls,Ethical Hacking,Linux,Network Security,Encryption,Penetration Testing
DevOps Engineer,2-5 years,Bangalore,Kubernetes,Shell Scripting,Terraform,Jenkins,Linux,CI/CD,Docker,AWS
DevOps Engineer,2-5 years,Mumbai,Docker,CI/CD,Kubernetes,Linux,AWS,Shell Scripting,Terraform,Jenkins
DevOps Engineer,10+ years,Delhi,Docker,Kubernetes,Linux,AWS,Jenkins,Terraform,CI/CD,Shell Scripting
DevOps Engineer,5-10 years,Hyderabad,Terraform,CI/CD,Docker,Linux,AWS,Jenkins,Kubernetes,Shell Scripting
DevOps Engineer,10+ years,Pune,AWS,Kubernetes,Shell Scripting,Terraform,Docker,Linux,CI/CD,Jenkins
DevOps Engineer,10+ years,Chennai,Jenkins,Terraform,Kubernetes,Docker,AWS,CI/CD,Linux,Shell Scripting
DevOps Engineer,0-2 years,Gurgaon,AWS,Kubernetes,CI/CD,Terraform,Jenkins,Shell Scripting,Linux,Docker
DevOps Engineer,2-5 years,Noida,CI/CD,AWS,Kubernetes,Docker,Shell Scripting,Linux,Terraform,Jenkins
DevOps Engineer,10+ years,Kolkata,Kubernetes,Docker,AWS,Linux,Terraform,Jenkins,Shell Scripting,CI/CD
DevOps Engineer,0-2 years,Ahmedabad,Linux,Jenkins,AWS,Kubernetes,Shell Scripting,Terraform,CI/CD,Docker
Cloud Engineer,5-10 years,Bangalore,AWS,Google Cloud,Kubernetes,Azure,Terraform,DevOps,Linux,Networking
Cloud Engineer,2-5 years,Mumbai,AWS,Networking,Terraform,DevOps,Linux,Kubernetes,Google Cloud,Azure
Cloud Engineer,5-10 years,Delhi,Kubernetes,DevOps,Google Cloud,Azure,Terraform,AWS,Networking,Linux
Cloud Engineer,5-10 years,Hyderabad,Networking,Google Cloud,Kubernetes,DevOps,Terraform,Linux,Azure,AWS
Cloud Engineer,10+ years,Pune,Linux,AWS,Kubernetes,DevOps,Networking,Terraform,Azure,Google Cloud
Cloud Engineer,10+ years,Chennai,Linux,Kubernetes,AWS,DevOps,Google Cloud,Terraform,Networking,Azure
Cloud Engineer,2-5 years,Gurgaon,Azure,Google Cloud,Terraform,Linux,DevOps,AWS,Kubernetes,Networking
Cloud Engineer,0-2 years,Noida,Terraform,Google Cloud,Azure,Networking,Kubernetes,AWS,Linux,DevOps
Cloud Engineer,0-2 years,Kolkata,Networking,DevOps,Terraform,Linux,Kubernetes,Google Cloud,Azure,AWS
Cloud Engineer,5-10 years,Ahmedabad,Terraform,Kubernetes,AWS,Networking,Linux,Google Cloud,Azure,DevOps
Web Developer,2-5 years,Bangalore,CSS,Node.js,React,Git,Express.js,HTML,JavaScript,MongoDB
Web Developer,10+ years,Mumbai,Express.js,HTML,CSS,MongoDB,Node.js,JavaScript,React,Git
Web Developer,10+ years,Delhi,JavaScript,Git,Node.js,React,Express.js,MongoDB,CSS,HTML
Web Developer,10+ years,Hyderabad,JavaScript,Git,Node.js,CSS,HTML,MongoDB,Express.js,React
Web Developer,0-2 years,Pune,React,Express.js,Git,MongoDB,CSS,JavaScript,HTML,Node.js
Web Developer,5-10 years,Chennai,Express.js,Node.js,MongoDB,JavaScript,CSS,Git,React,HTML
Web Developer,2-5 years,Gurgaon,React,HTML,CSS,MongoDB,JavaScript,Node.js,Git,Express.js
Web Developer,0-2 years,Noida,HTML,Node.js,Express.js,MongoDB,CSS,JavaScript,React,Git
Web Developer,0-2 years,Kolkata,JavaScript,Git,HTML,Express.js,React,CSS,MongoDB,Node.js
Web Developer,10+ years,Ahmedabad,Node.js,HTML,Git,JavaScript,Express.js,MongoDB,React,CSS
Full Stack Developer,2-5 years,Bangalore,SQL,API Design,Node.js,Git,Express,React,JavaScript,MongoDB
Full Stack Developer,10+ years,Mumbai,MongoDB,Git,React,JavaScript,API Design,SQL,Node.js,Express
Full Stack Developer,5-10 years,Delhi,Node.js,SQL,API Design,Express,React,JavaScript,MongoDB,Git
Full Stack Developer,5-10 years,Hyderabad,SQL,Express,JavaScript,API Design,Git,MongoDB,Node.js,React
Full Stack Developer,0-2 years,Pune,Express,SQL,MongoDB,JavaScript,API Design,React,Node.js,Git
Full Stack Developer,2-5 years,Chennai,MongoDB,Node.js,Git,JavaScript,Express,SQL,API Design,React
Full Stack Developer,0-2 years,Gurgaon,MongoDB,Node.js,Git,React,Express,SQL,JavaScript,API Design
Full Stack Developer,2-5 years,Noida,API Design,Git,Express,SQL,MongoDB,JavaScript,Node.js,React
Full Stack Developer,10+ years,Kolkata,Node.js,Git,React,JavaScript,MongoDB,Express,API Design,SQL
Full Stack Developer,2-5 years,Ahmedabad,SQL,JavaScript,Express,MongoDB,Node.js,React,Git,API Design
Finance Analyst,5-10 years,Bangalore,Investment Analysis,Power BI,Budgeting,Excel,Accounting,Financial Modeling,Forecasting,SQL
Finance Analyst,5-10 years,Mumbai,SQL,Power BI,Excel,Accounting,Forecasting,Investment Analysis,Financial Modeling,Budgeting
Finance Analyst,5-10 years,Delhi,Budgeting,Financial Modeling,SQL,Forecasting,Power BI,Accounting,Investment Analysis,Excel
Finance Analyst,2-5 years,Hyderabad,Excel,Budgeting,Accounting,Financial Modeling,Investment Analysis,SQL,Forecasting,Power BI
Finance Analyst,10+ years,Pune,Investment Analysis,Budgeting,Forecasting,Excel,Accounting,SQL,Power BI,Financial Modeling
Finance Analyst,2-5 years,Chennai,Power BI,SQL,Accounting,Budgeting,Investment Analysis,Excel,Financial Modeling,Forecasting
Finance Analyst,10+ years,Gurgaon,Financial Modeling,Accounting,Budgeting,Investment Analysis,SQL,Power BI,Forecasting,Excel
Finance Analyst,0-2 years,Noida,SQL,Forecasting,Budgeting,Financial Modeling,Power BI,Excel,Investment Analysis,Accounting
Finance Analyst,10+ years,Kolkata,Budgeting,SQL,Financial Modeling,Forecasting,Accounting,Excel,Power BI,Investment Analysis
